Date,Open,High,Low,Close,Adj Close,Volume
2020-01-01,124.660004,138.130005,123.120003,129.869995,128.706467,71778000
2020-02-01,130.550003,138.039993,107.000000,109.930000,109.322731,73480200
2020-03-01,111.110001,116.400002,67.000000,85.610001,85.137077,227466200
2020-04-01,80.650002,97.849998,72.610001,91.250000,90.745918,164063600
2020-05-01,88.099998,102.459999,76.000000,95.070000,95.070000,128964500
2020-06-01,95.559998,115.930000,94.559998,113.669998,113.669998,39735400
2020-06-09,110.080002,111.797997,108.669998,110.459999,110.459999,4984968
