Date,Open,High,Low,Close,Adj Close,Volume
2020-01-01,48.060001,49.540001,45.840000,45.970001,45.205921,379259100
2020-02-01,46.400002,50.279999,38.349998,39.930000,39.554974,560723400
2020-03-01,40.150002,41.900002,32.400002,39.310001,38.940796,991833100
2020-04-01,38.169998,43.630001,37.470001,42.380001,41.981960,488969200
2020-05-01,41.720001,47.820000,40.490002,47.820000,47.820000,491518400
2020-06-01,47.150002,48.290001,45.880001,48.130001,48.130001,107995600
