Date,Open,High,Low,Close,Adj Close,Volume
2020-01-01,328.549988,344.190002,302.720001,318.269989,316.387573,181565800
2020-02-01,318.750000,349.950012,269.600006,275.109985,273.482849,118293100
2020-03-01,279.540009,297.440002,89.000000,149.139999,149.139999,743744400
2020-04-01,138.910004,164.800003,120.019997,141.020004,141.020004,819172400
2020-05-01,143.229996,156.699997,113.889999,145.850006,145.850006,611931300
2020-06-01,145.449997,234.199997,144.550003,230.500000,230.500000,365755900
2020-06-09,222.139999,227.000000,213.080002,216.809998,216.809998,66688656
