Date,Open,High,Low,Close,Adj Close,Volume
2020-01-01,70.239998,71.370003,61.860001,62.119999,60.075966,359133900
2020-02-01,61.380001,63.009998,48.009998,51.439999,49.747387,479867900
2020-03-01,52.590000,54.150002,30.110001,37.970001,37.247791,1171277200
2020-04-01,36.860001,47.680000,36.340000,46.470001,45.586117,791555400
2020-05-01,45.630001,47.150002,40.200001,45.470001,44.605137,477191300
2020-06-01,45.320000,55.360001,44.799999,53.520000,53.520000,185671300
