Date,Open,High,Low,Close,Adj Close,Volume
2020-01-01,137.520004,141.869995,131.429993,131.619995,129.887161,30929400
2020-02-01,132.509995,138.160004,117.379997,119.809998,118.232651,28377600
2020-03-01,119.809998,131.550003,76.989998,99.349998,98.042015,79789400
2020-04-01,94.760002,111.699997,92.940002,101.209999,100.537903,42230000
2020-05-01,99.480003,108.760002,85.099998,106.980003,106.269592,40121800
2020-06-01,106.790001,128.130005,105.419998,125.419998,124.587135,16163300
